,NAME,WEBSITE,INDUSTRY,PHONE
295,INTEGRITY ENGINEERING SERVICES SDN BHD,integritysb.com,Construction/Engineering,0342532671
296,INTEL TECHNOLOGY SDN BHD,www.intel.com,Electrical/Electronics,042538754
297,INTELLECT WORLDWIDE SDN BHD,www.intellect-worldwide.com,Consultancy/BusinessSvcs,042291100
298,INTI INTERNATIONAL COLLEGE PENANG SDN BHD,www.newinti.edu.my,Education/Training,046310138
299,INTO MILLENIUM RESOURCES (M) SDN BHD,www.htraps.com,Retail/Wholesale,0392838455
300,INVEST SELANGOR BERHAD,www.investselangor.my,Others(Unspecified),0355102005
301,IOI PAN-CENTURY EDIBLE OILS SDN BHD,www.ioigroup.com,Agriculture/Plantations,072543811
302,IPC MALAYSIA B.V.,www.international-petroleum.com,Oil/Gas/Petrochemicals,0321728000
303,IPOH CARGO TERMINAL SDN BHD,www.ictipoh.com.my,Transport,055272415
304,IRC GLOBAL SEARCH (M) SDN BHD,www.intermanpower.com,Consultancy/BusinessSvcs,046462020
305,IRELAND,www.ireland-embassy.com.my,Embassy,0321612963
306,ISKANDAR MALAYSIA STUDIOS SDN BHD,www.pinewoodmalaysiastudios.com,Media/Advertising,075135010
307,ITALY,www.ambkualalumpur.esteri.it,Embassy,0321489433
308,ITS TESTING SERVICES (M) SDN BHD,www.intertek.com,Consultancy/BusinessSvcs,0379564439
309,J A RUSSELL & CO SDN BERHAD,,Consultancy/BusinessSvcs,0321646555
310,Jalan SS 7/19,,Petaling Jaya,
311,JAPAN,http://www.my.emb-japan.go.jp/,Embassy,0321427044
312,JARDINE MATHESON (MALAYSIA) SDN BHD,,Consultancy/BusinessSvcs,0320942168
313,JBDEAL SDN BHD,www.jbdeal.com,Food/Beverages,073500623
314,JLL PROPERTY SERVICES (MALAYSIA) SDN BHD,www.jll.com.my,Property/RealEstate,0322600700
315,JMD CONSULTING LTD,www.theglobalstudent.net,Education/Training,0342654053
316,JOHNSON & JOHNSON SDN BHD,www.jnj.com,Pharmaceutical/Medical,0376614539
317,JOSH LEE FRAGRANCES SDN. BHD.,www.joshleefragrances.com,Retail/Wholesale,042293579
318,JT INTERNATIONAL TRADING SDN BHD,www.jti.com,Non-MetallicManufactures,0320949011
319,JX NIPPON OIL & GAS EXPLORATION (MALAYSIA) LIMITED,www.nex.jx-group.co.jp,Oil/Gas/Petrochemicals,0321689596
320,K.K.I.P SDN BHD,www.kkip.com.my,Property/RealEstate,088498001498005
321,KAIFA TECHNOLOGY MALAYSIA SDN BHD,www.kaifa.cn,Electrical/Electronics,078622222
322,KANEKA (MALAYSIA) SDN BHD,www.kaneka.co.jp,Chemicals/Minerals,095826000
323,KASI (MALAYSIA) SDN BHD,www.kasimalaysia.com,Consultancy/BusinessSvcs,088259229
324,KASK HOLDINGS SDN BHD,www.kask.com.my,Consultancy/BusinessSvcs,0379318773
325,KEBABANGAN PETROLEUM OPERATING COMPANY SDN BHD,,Oil/Gas/Petrochemicals,0321682288
326,KEE FATT INDUSTRIES SDN BHD,www.keefatt.com,Rubber/WoodProducts,076612888
327,KEJURUTERAAN POWERWELL SDN BHD,www.powerwell.com.my,Electrical/Electronics,0355213333
328,KERJAYA SUKSES SDN BHD,www.kerjayasukses.com.my,Consultancy/BusinessSvcs,0321196917
329,KERRY INGREDIENTS (M) SDN BHD,www.kerryasia.com,Food/Beverages,072332800
330,KEWPUMP (M) SDN BHD,www.kewpump.com.my,Metal Manufactures,053667468
331,KIMANIS FOOD INDUSTRIES SDN BHD,www.kimanisfood.com.my,Food/Beverages,088422292
332,KINABALU NATURE RESORTS SDN BHD,www.suterasanctuarylodges.com.my,Hotels/Tourism,088487466
333,KINGSLEY ADVISORY & STRATEGIC INITIATIVES (KASI INSTITUTE),http://kasi.asia,Consultancy/BusinessSvcs,60126283319
334,KINTA SUNWAY RESORT SDN BHD,,Hotels/Tourism,052107777
335,KISWIRE SDN BHD,www.kiswire.com,Metal Manufactures,073404000
336,KL METRO LAND DEVELOPMENT SDN BHD,www.lexis.my,Hotels/Tourism,046282828
337,KLS MARTIN MALAYSIA SDN BHD,www.klsmartin.com,Pharmaceutical/Medical,045062380
338,KM LOI & ASSOCIATES SDN. BHD. (200401030549),www.kmloi.com,Consultancy/BusinessSvcs,0123036757
339,Knight Frank Malaysia Sdn Bhd,https://www.knightfrank.com.m,Property/RealEstate,0322899688
340,KNOWLEDGE HAVEN SDN BHD,www.araschools.com,Education/Training,072222089
341,KOREA,,Embassy,0342512336
342,KOTRA PHARMA (M) SDN BHD,www.kotrapharma.com,Pharmaceutical/Medical,063362222
343,K-PINTAR SDN BHD,www.kpintaracademy.com,Education/Training,0322844148
344,KPJ HEALTHCARE BERHAD,www.kpjhealth.com.my,Pharmaceutical/Medical,0326816222
345,KPMG PLT,www.kpmg.com.my,Accountancy/Financial,0377213388
346,KPMG PLT – IPOH,www.kpmg.com.my,Accountancy/Financial,052531188
347,KPMG PLT – KOTA KINABALU,www.kpmg.com.my,Accountancy/Financial,088211811
348,KPMG PLT – PENANG,www.my.kworld.kpmg.com,Accountancy/Financial,042382288
349,KUALA LUMPUR KEPONG BERHAD,www.klk.com.my,Agriculture/Plantations,052408000
350,KUALITI ALAM SDN BHD,www.kualitialam.com,Construction/Engineering,0327276100
351,KUANTAN PORT CONSORTIUM SDN BHD,www.kuantanport.com,Port/Logistics,095863888
352,KUMPULAN PERUBATAN ASIA SDN BHD,,Pharmaceutical/Medical,073341139
353,KUNAK REFINERY SDN BHD,www.sawitkinabalu.com.my,Trading(Import/Export),088235811
354,KURZ PRODUCTION (MALAYSIA) SDN BHD,www.kurz.de,Others(Unspecified),053712708
355,KVC INDUSTRIAL SUPPLIES SDN BHD,https://www.kvc.com.my/,Machinery/Equipment,
356,KWANTAS OIL SDN BHD,www.kwantas.com.my,Trading(Import/Export),088486555
357,LAB DOM AVMM SUISSE (ASIA) SDN BHD,,Pharmaceutical/Medical,088448989
358,LABUAN IBFC INCORPORATED SDN BHD,www.labuanibfc.com,Consultancy/BusinessSvcs,0327738977
359,LAFARGE MALAYSIA BERHAD,www.lafarge.com,Non-MetallicManufactures,0377238200
360,LAFAZ BERSATU SDN BHD,,Oil/Gas/Petrochemicals,095688037
361,LAO PDR,,Embassy,0321487059
362,LATEXX MANUFACTURING SDN BHD,www.latexx.com.my,Rubber/WoodProducts,058295555
363,LEBEL (M) SDN BHD,,Trading(Import/Export),0378800070
364,"LEE & TENGKU AZRINA, ADVOCATES & SOLICITORS",,Legal,072238828
365,LEE HISHAMMUDDIN ALLEN & GLEDHILL,www.lh-ag.com,Legal,0362085888
366,LEE HISHAMMUDDIN ALLEN & GLEDHILL – PENANG,www.lh-ag.com,Legal,043701122
367,LEISURE GUIDE PUBLISHING SDN BHD,,Others(Unspecified),037955701379581558
368,LEMAR INTERNATIONAL SDN BHD,www.lemarrubber.com,Trading(Import/Export),0380602105
369,LENDLEASE PROJECTS (M) SDN BHD,www.bovislendlease.com,Construction/Engineering,0323859888
370,LHOIST (MALAYSIA) SDN BHD,www.lhoist.com,Chemicals/Minerals,0325891000
371,LIDO WATERFRONT BOULEVARD SDN BHD,www.tropicanacorp.com.my,Property/RealEstate,072266888
372,LIM SU CHUNG & CO,www.ga.com.my,Accountancy/Financial,088233791
373,LIMKOKWING INTEGRATED SDN BHD,www.limkokwing.edu.my,Education/Training,0383178888
374,LINATEX RUBBER PRODUCTS SDN BHD,www.weirminerals.com,Rubber/WoodProducts,0362517888
375,LINDE MALAYSIA SDN BHD,www.linde.com.my,Chemicals/Minerals,0356248888
376,LINFOX LOGISTICS (MALAYSIA) SDN BHD,www.linfox.com,Port/Logistics,0380264888
377,LKL ADVANCE METALTECH SDN BHD,www.lklbeds.com,Pharmaceutical/Medical,0389482990
378,LOGISTICS CONSULTING (ASIA) SDN BHD,www.logisticsconsulting.asia,Consultancy/BusinessSvcs,0377299386
379,LOKLI SDN BHD,,Accountancy/Financial,069521306
380,LOTTE CHEMICAL TITAN (M) SDN BHD,www.lottechem.my,Non-MetallicManufactures,0320934222
381,LUMUT MARITIME TERMINAL SDN BHD,www.lumutport.com,Port/Logistics,056889166
382,LUVATA MALAYSIA SDN BHD,www.luvata.com,Metal Manufactures,072526688
383,LYSAGHT CORRUGATED PIPE SDN BHD,,Metal Manufactures,055451822
384,M CHEM TECHNOLOGIES SDN BHD,,Oil/Gas/Petrochemicals,076606019
385,M.E.T. MOTION ENGINEERING & TRADING SDN BHD,,Construction/Engineering,043333130
386,M+W HIGH TECH PROJECTS SDN BHD,www.mwgroup.net,Construction/Engineering,0389415195
387,M2 MINDMATTERS PTE LTD,www.executive-coaching.com.sg,Consultancy/BusinessSvcs,073607008
388,MABECS SDN BHD,www.mabecs.com,Education/Training,0379567655
389,MACFOOD SERVICES (M) SDN BHD,www.keystonefoods.com,Food/Beverages,0356330222
390,MAERSK MALAYSIA SDN BHD,www.maerskline.com,Transport,0380266625
391,MAH SING PROPERTIES SDN BHD,www.mahsing.com.my,Property/RealEstate,0392218888
392,MALAYAN BANKING BERHAD,www.maybank.com.my,Banking/Insurance,03207477880320708833
393,MALAYAN BANKING BERHAD – KOTA KINABALU,www.maybank.com.my,Banking/Insurance,088217013
394,MALAYAN TESTING LABORATORY SDN BHD,http://www.malayantesting.com,Chemicals/Minerals,042282043
395,MALAYSIA AIRLINES BERHAD – SABAH,www.malaysiaairlines.com,Transport,088515525
396,MALAYSIA LAND PROPERTIES SDN BHD,www.mayland.com.my,Property/RealEstate,0326929663
397,MALAYSIA TRADE & TRANSPORT CO SDN BHD,www.mttgroup.com.ny,Transport,042589999
398,MALAYSIAN AUTOMOTIVE LIGHTING SDN BHD,www.al-lighting.com,Electrical/Electronics,045090201
399,MALAYSIAN EXPORT ACADEMY SDN BHD,www.exportacademy.net,Education/Training,0378800413
400,MALAYSIAN NEWSPRINT INDUSTRIES SDN BHD,http://mnipaper.com,Non-MetallicManufactures,0377859988
401,MALAYSIAN SHEET GLASS SENDIRIAN BERHAD,www.nsg.com.my,Non-MetallicManufactures,0361565011
402,MALSEC SDN BHD,,Consultancy/BusinessSvcs,0340420266
403,MANPOWER STAFFING SERVICES (MALAYSIA) SDN BHD,www.manpower.com.my,Consultancy/BusinessSvcs,0320870000
404,MARIWASA KRAFTANGAN SDN BHD,http://mariwasa.my,Others(Unspecified),0122348899
405,MARPOSS KABUSHIKI KAISHA (MALAYSIA BRANCH OFFICE),www.marposs.com,Machinery/Equipment,0342707455
406,MARSH INSURANCE BROKERS (M) SDN BHD,www.marsh.com,Banking/Insurance,0323028488
407,MARSHALLE ART,http://www.marshalle-art.com,Others(Unspecified),60143723545
408,MAYBANK INVESTMENT BANK BERHAD,www.aseam.com.my,Banking/Insurance,0320591888
409,MCC OVERSEAS (M) SDN BHD,www.mccoverseas.my,Construction/Engineering,0340650111
410,MDIS UNICAMPUS (MALAYSIA) SDN BHD,www.mdis.edu.my,Education/Training,072072601
411,MECA EMPLOYERS CONSULTING AGENCY SDN BHD,www.meca.com.my,Consultancy/BusinessSvcs,0376100190
412,MEDALLION CITY VENTURES SDN BHD,www.medallionsporting.net,Textiles/Garments,0327164244
413,MEIBAN TECHNOLOGIES (MALAYSIA) SDN BHD,www.meiban.com,Non-MetallicManufactures,078636111
414,MEMC ELECTRONIC MATERIALS SDN BHD,www.memc.com,Electrical/Electronics,0378773277
415,META-ALLIANCE INDUSTRIES (M) SDN BHD,www.metasafety.com,Non-MetallicManufactures,0390213233
416,METHOD MACHINE WORKS,www.methodmachine.com,Machinery/Equipment,0380521925
417,METROD HOLDINGS BERHAD,www.metrod.com,Metal Manufactures,0333413422
418,METTUBE INTERNATIONAL SDN BHD,www.mettube.com,Metal Manufactures,0351023288
419,MEWAH – OIL SDN BHD,www.mewahgroup.com,Agriculture/Plantations,03310111330331693113
420,MEXICO,www.embamex.org.my,Embassy,0321646362
421,MICROMECHANICS (M) SDN BHD,www.theswatchgroup.com,Electrical/Electronics,055018201
422,MINCONSULT SDN BHD,www.minconsult.com,Construction/Engineering,0379525757
423,MISC BERHAD,www.misc.com.my,Transport,032264088822753151
424,MITD SDN BHD,www.itdworld.com,Education/Training,042283869
425,MITSUBISHI CORPORATION,www.mitsubishicorp.com,Trading(Import/Export),0321809231
426,MITSUI & CO (ASIA PACIFIC) PTE LTD,www.mitsui.com,Trading(Import/Export),0321168000
427,MOI FOODS MALAYSIA SDN BHD,www.mewahgroup.com,Agriculture/Plantations,0331693179
428,MOJIKO AUTO PARTS SDN BHD,,Automotive,095663040
429,MOL LOGISTICS (M) SDN BHD,https://www.mol-logistics-group.com,Transport,0356381500
430,MONSANTO (MALAYSIA) SDN BHD,,Chemicals/Minerals,072536422
431,MRT WORLDWIDE SDN BHD,www.mrtworldwide.com,Port/Logistics,072888271
432,MSC CYBERPORT BHD,www.cyberport.my,ICT/Communications,072761251
433,MSM MALAYSIA HOLDINGS BERHAD,http://www.msmsugar.com,Food/Beverages,0321814810
434,MSM PRAI BERHAD – PENANG,www.msmsugar.com,Food/Beverages,043888888
435,MUBADALA PETROLEUM,www.mubadalapetroleum.com,Oil/Gas/Petrochemicals,0327273800
436,MUFG BANK (MALAYSIA) BERHAD,http://www.bk.mufg.jp,Banking/Insurance,0320348118
437,Multi-Best Trading Sdn Bhd,,Oil/Gas/Petrochemicals,088439868
438,MURPHY SARAWAK OIL CO. LTD,www.murphyoilcorp.com,Oil/Gas/Petrochemicals,0374907400
439,MYANMAR,,Embassy,0342516355
440,NAPOLEON HILL ASSOCIATES (M) SDN BHD,www.napoleonhillassociates.com,Consultancy/BusinessSvcs,0321441818
441,NAQIZ & PARTNERS,www.naqiz.com,Legal,0320817888
442,NAUTIC OFFSHORE PTE LTD (Malaysia Branch),www.nautic-group.com,Construction/Engineering,0882523686562982671
443,NEKDERX SDN BHD,,Trading(Import/Export),0377268733
444,NETHERLANDS,www.netherlands.org.my,Embassy,0321686262
445,NEW ZEALAND,www.nzembassy.com,Embassy,0320782533
446,NEW ZEALAND UNLIMITED SDN BHD,,Construction/Engineering,0326318888
447,NIPPON EXPRESS (MALAYSIA) SDN BHD,www.nittsu.com.my,Transport,075049000
448,NOBLELIFT MALAYSIA SDN BHD,www.noblelift.com,Machinery/Equipment,0331663098
449,NOLATO EMC PRODUCTION CENTER SDN BHD,www.nolato.com/silikonteknik,Others(Unspecified),045057830
450,NORMA PRODUCTS MALAYSIA SDN BHD,www.normagroup.com/fish,Non-MetallicManufactures,052822288
451,NORTH BORNEO LOGISTICS SDN BHD,http://www.northborneologistics.com,Port/Logistics,088436338088439311
452,NORTHPORT (MALAYSIA) BHD,www.northport.com.my,Port/Logistics,0331698888
453,NORWAY,www.norway.org.my,Embassy,0321750300
454,NOVOZYMES MALAYSIA SDN BHD,www.novozymes.com,Others(Unspecified),0389918688
455,NS MEDIK PHARMA SUPPLIES SDN BHD,http://nsmedik.cf/,Pharmaceutical/Medical,052541899
456,NXG SHARED SERVICES SDN BHD,,Consultancy/BusinessSvcs,088448989
457,OCBC BANK (MALAYSIA) BERHAD,www.ocbc.com.my,Banking/Insurance,13008850000320345034
458,OCEAN MEDICAL EQUIPMENT CO. LTD.,,Pharmaceutical/Medical,087588346
459,OHU FATHER AND SON FURNITURE SDN BHD,,Non-MetallicManufactures,053576389053542388
460,OLIVE TREE CONCEPTS SDN BHD,olivetreehotel.com.my,Hotels/Tourism,046377777
461,OMAR & JOSEPH AU,,Legal,095164533
462,OMYA MALAYSIA SDN BHD,www.omya.com,Chemicals/Minerals,0554621880355147102
463,ONE OCEAN ENVIRONMENT SDN BHD,www.oneocean.my,Construction/Engineering,0320116933
464,ONE63 IDEAS SDN BHD,www.one63.com,Food/Beverages,072266799
465,ONESUBSEA MALAYSIA SYSTEMS SDN BHD,www.c-a-m.com,Rubber/WoodProducts,075043113
466,OPTIMAL CHEMICALS (MALAYSIA) SDN BHD,www.optimal.com.my,Chemicals/Minerals,0323314049
467,OREGEON PROPERTY CONSULTANCY (JB) SDN BHD,www.oregeon.com.my,Property/RealEstate,073643998
468,ORIX CAPITAL MALAYSIA SDN BHD,www.orix.com.my,Property/RealEstate,0320597090
469,ORTUS EXPERT WHITE SDN. BHD.,www.royalexpertgroup.com,Retail/Wholesale,0380245626
470,OSI OPTOELECTRONICS SDN BHD,www.osi-systems.com,Electrical/Electronics,075557888
471,OTEC KEMAJUAN SDN BHD,,Oil/Gas/Petrochemicals,0321428315
472,OTHMAN YEOP ABDULLAH GRADUATE SCHOOL OF BUSINESS,www.oyagsb.uum.edu.my,Education/Training,049287101049287156
473,OZLUX SDN BHD,www.ozlux.com,Electrical/Electronics,0390578949
474,P&P PROCESS & PNEUMATICS SDN BHD,www.processpneumatics.com,Trading(Import/Export),046598286
475,PAKISTAN,http://pakistanhckl.com/,Embassy,0321618877
476,PALMECO TECHNOLOGY BERHAD,palmecogroup.com,Trading(Import/Export),063369539
477,PALMTOP VEGEOIL PRODUCTS SDN BHD,www.palmtopvegeoil.com.my,Food/Beverages,072553868
478,PANALPINA TRANSPORT (M) SDN BHD,www.panalpina.com,Port/Logistics,0378412600
479,PANASONIC INDUSTRIAL DEVICES MALAYSIA SDN BHD,https://www.panasonic.com,Electrical/Electronics,0358912461
480,PARAMIT MALAYSIA SDN BHD,www.paramit.com,Electrical/Electronics,045407155
481,PARAMOUNT CORPORATION BERHAD,,Consultancy/BusinessSvcs,0377123333
482,PARTNER MALAYSIA,,Consultancy/BusinessSvcs,
483,PBA HOLDINGS SDN BHD,www.pbahb.com.my,Consultancy/BusinessSvcs,042634200
484,PEKAH SENDIRIAN BERHAD,,Construction/Engineering,088253333
485,PELABUHAN TANJUNG PELEPAS SDN BHD,www.ptp.com.my,Transport,075042222
486,PENANG MEDICAL COLLEGE SDN BHD,www.pmc.edu.my,Education/Training,042171999042171818
487,PENANG PORT SDN BHD,www.penangport.com.my,Port/Logistics,042102200
488,PENFABRIC SDN BHD,www.penfabric.com.my,Textiles/Garments,043854154
489,PENMARINE SDN BHD,www.penmarine.com,Others(Unspecified),046262628
490,PENTACHEM (M) SDN BHD,,Trading(Import/Export),075226300
491,PERAK QUARRY ASSOCIATION,,Others(Unspecified),052545002
492,PERCEPTIVE PROFILE SDN BHD,www.abwoodppsb.com,Rubber/WoodProducts,053665439
493,PERSOLKELLY CONSULTING SDN BHD,www.persolkellyconsulting.com,Consultancy/BusinessSvcs,0321196888
494,PERU,,Embassy,0321633034
495,PETRO DIAMOND ASIA SDN BHD,,Others(Unspecified),0321712614
496,PETROFAC (MALAYSIA-PM304) LIMITED,www.petrofac.com,Construction/Engineering,0323822700
497,PETROGREEN CO. SDN BHD,www.petrogreenco.com,Oil/Gas/Petrochemicals,0321712614
498,PETRONAS CARIGALI SDN BHD,www.petronas.my,Oil/Gas/Petrochemicals,0323315146
499,PETRONAS CARIGALI SDN BHD – SABAH,www.petronas.my,Oil/Gas/Petrochemicals,088525001
500,PETRONAS CHEMICALS DERIVATIVES SDN BHD,http://www.petronaschemicals.com.my,Oil/Gas/Petrochemicals,0323315000
501,PETROTECHNICAL INSPECTION (M) SDN BHD,www.sgs.com,Others(Unspecified),0320959200
502,PEXCO SARAWAK N.V.,,Oil/Gas/Petrochemicals,0323806688
503,PFIZER (MALAYSIA) SDN BHD,www.pfizer.com.my,Pharmaceutical/Medical,0322816000
504,PG PROPERTY ANGEL,www.penangpropertyangel.com,Property/RealEstate,042189406
505,PHILIP MORRIS (MALAYSIA) SDN BHD,www.pmi.com,Non-MetallicManufactures,0320805600
506,PHILIPPINES,https://kualalumpurpe.dfa.gov.ph/embassy-services/trade-and-investments/ptic-in-k,Embassy,03216103610321811074
507,PHILIPS MALAYSIA SDN BHD,www.philips.com.my,Electrical/Electronics,0379657702
508,PHYSICAL ACOUSTICS MALAYSIA SDN BHD,www.pacndt.com,Oil/Gas/Petrochemicals,09517366095173788
509,PINNACLE FOODS (M) SDN BHD,www.pran.com.my,Trading(Import/Export),0361573561
510,POIC SABAH SDN BHD,www.poic.com.my,Property/RealEstate,088272261
511,POLAND,http://www.kualalumpur.msz.gov.pl/en/root,Embassy,0321610805
512,POLARIS ENERGY SDN BHD,www.polarisenergy.com.my,Trading(Import/Export),0321817488
513,POLIKLINIK CAHAYA (PUTRAJAYA) SDN BHD,www.cahayaclinics.com,Pharmaceutical/Medical,0391019894
514,POLYDAMIC HOLDINGS SDN BHD,www.polydamic.com.my,Machinery/Equipment,055268198
515,POLYGOLD BEVERAGES SDN BHD,,Food/Beverages,067677830
516,POLYWARE SDN BHD,www.polyware.com.my,Trading(Import/Export),053232788
517,POPLOOK SDN BHD,www.poplook.com,Retail/Wholesale,062532750
518,POSCO MALAYSIA SDN BHD,www.posco-malaysia.com.my,Metal Manufactures,0331012422
519,POWERWELL INTERNATIONAL SDN BHD,www.powerwell.com.my,Electrical/Electronics,0351201208
520,P-PLUS SDN BHD,www.pplus.com.my,Automotive,045938971
521,PREMIER PLUS PROPERTY SDN BHD,www.premierplus.com.my,Property/RealEstate,075123522072230522
522,PREMIUM VEGETABLE OILS SDN BHD,www.premiumveg.com,Food/Beverages,072513880
523,PRESIDENT HOTEL SDN BHD,www.parkroyalhotels.com,Hotels/Tourism,048862101
524,PRICEWATERHOUSECOOPERS – JOHOR,www.pwc.com,Accountancy/Financial,072186000
525,PRICEWATERHOUSECOOPERS – PENANG,www.pwc.com,Accountancy/Financial,042389188
526,PRICEWATERHOUSECOOPERS PLT -PERAK,www.pwc.com,Accountancy/Financial,052549425
527,PRICEWATERHOUSECOOPERS PLT-JOHOR,,Accountancy/Financial,03217314690321731188
528,PRINCE OF WALES ISLAND INTERNATIONAL SCHOOL,https://www.powiis.edu.my,Education/Training,048689999
529,PRIORITY BONDED WAREHOUSE SDN BHD,www.mttgroup.com.my,Port/Logistics,046445860
530,PROBIOCARE SDN BHD,www.lactogg.com,Pharmaceutical/Medical,0320111223
531,PROCACIA INDUSTRIES SDN BHD,www.procacia.com,Food/Beverages,067339809067339813
532,PROCTER & GAMBLE (MALAYSIA) SDN BHD,www.pg.com,Pharmaceutical/Medical,0377243333
533,PROGRESSIVE INSURANCE BHD,www.progressiveinsurance.com.my,Banking/Insurance,088244216
534,PT TECHNIC (M) SDN BHD,,Construction/Engineering,0358791318
535,PTTEP HK OFFSHORE LIMITED,www.pttep.com,Oil/Gas/Petrochemicals,0321786418
536,PUBLIC BANK BERHAD,www.publicbank.com.my,Banking/Insurance,0321638000
537,PULLMAN PUTRAJAYA LAKESIDE (Idaman Putrajaya Sdn Bhd),www.pullmanputrajaya.com,Hotels/Tourism,0388900000
538,QBE INSURANCE (MALAYSIA) BERHAD,www.qbe.com.my,Banking/Insurance,0378618400
539,QBE INSURANCE (MALAYSIA) BHD – SEBERANG JAYA,www.qbe.com.my,Banking/Insurance,043838222
540,QUANTUM WATER HEATERS SDN BHD,www.ecogen.com.my,Machinery/Equipment,043806333
541,QUEST INTERNATIONAL UNIVERSITY PERAK,www.qiup.edu.my,Education/Training,052490500
542,QUILL INTERIOR HOLDINGS SDN BHD,www.quill.com.my,Property/RealEstate,0379476333
543,R. E. ROGERS (MALAYSIA) SDN BHD,www.rerkul.com.my,Port/Logistics,0355108611
544,RAINBOW STAINED GLASS,www.rainbowsg.com,Non-MetallicManufactures,0137737244
545,RAM HOLDINGS BERHAD,www.ram.com.my,Others(Unspecified),0376281000
546,RANHILL POWERTRON SDN BHD,,Energy/Utilities,088496330
547,RAPISCAN SYSTEMS SDN BHD,www.rapiscansystems.com,Machinery/Equipment,075547770
548,RAS BROTHERS HOLDINGS SDN BHD,,Oil/Gas/Petrochemicals,0362117636
549,RCI LIME SDN BHD,www.rci.com.my,Chemicals/Minerals,053593188
550,RECRON (MALAYSIA) SDN BHD,www.ril.com,Textiles/Garments,0320316000
551,REGENCY SPECIALIST HOSPITAL SDN BHD,www.regencyspecialist.com,Pharmaceutical/Medical,073817700
552,REGUS MANAGEMENT MALAYSIA SDN BHD,www.regus.com.my,Consultancy/BusinessSvcs,0322987196
553,RENUNG JERAS SDN BHD,,Agriculture/Plantations,088236828
554,REPSOL OIL & GAS MALAYSIA (PM3) Limited – SABAH,www.talisman-energy.com,Oil/Gas/Petrochemicals,088487970
555,REPSOL OIL & GAS MALAYSIA LIMITED,www.repsol.com,Oil/Gas/Petrochemicals,0320552888
556,REVERTEX (MALAYSIA) SDN BHD,www.revertex.com.my,Chemicals/Minerals,077731000
557,RHB BANK BERHAD,www.rhbgroup.com,Banking/Insurance,0392807155
558,RIECKERMANN (MALAYSIA) SDN BHD,www.rieckermann.com,Machinery/Equipment,0376609239
559,ROBERT BOSCH (MALAYSIA) SDN BHD,www.bosch.com.my,Automotive,046382261
560,ROBIN CAPITAL SDN BHD,www.robincapital.com,Education/Training,0166647314
561,ROC OIL (SARAWAK) SDN BHD,www.rocoil.com.au,Oil/Gas/Petrochemicals,0327872200
562,ROHAS-EUCO INDUSTRIES BHD,www.rohaseuco.com,Metal Manufactures,0321633900
563,ROMANIA,,Embassy,0321482065
564,RUSSIA,www.malaysia.mid.ru,Embassy,0342560009
565,RUTHERFORD GLOBAL POWER PRODUCTION SDN BHD,www.rutherford.com,Electrical/Electronics,075090668
566,S.B.S.K PLANTATIONS SDN BHD,sbskgroup.com,Agriculture/Plantations,
567,SABAH AIR AVIATION SDN BHD,www.sabahair.com.my,Transport,088484285
568,SABAH DEVELOPMENT BANK BERHAD,www.sabahdevbank.com,Banking/Insurance,088232177
569,SABAH ECONOMIC DEVELOPMENT CORPORATION (SEDCO),www.sabah.gov.my/sedco,Property/RealEstate,088266777
570,SABAH ELECTRICITY SDN BHD,www.sesb.com.my,Energy/Utilities,088282444
571,SABAH ENERGY CORPORATION SDN BHD,www.sabahenergycorp.com,Energy/Utilities,088311373
572,SABAH FOREST INDUSTRIES SDN BHD,,Non-MetallicManufactures,087801018087801393
573,SABAH INTERNATIONAL DAIRIES SDN BHD,,Food/Beverages,088421922088421925
574,SABAH PORTS AUTHORITY,www.lpps.sabah.gov.my/,Consultancy/BusinessSvcs,088538400
575,SABAH SHELL PETROLEUM COMPANY LIMITED,,Oil/Gas/Petrochemicals,088535353
576,SABAH URBAN DEVELOPMENT CORPORATION SDN BHD,www.sudc.com.my,Construction/Engineering,088239145088239146
577,SAFFRON INTEGRATED MARKETING SDN BHD,tokguru.net,Food/Beverages,0355188404
578,SAGAJUTA (SABAH) SDN BHD,www.iborneo.com,Property/RealEstate,088488988
579,SAGAMI MANUFACTURERS SDN BHD,,Non-MetallicManufactures,053669018
580,SAINT-GOBAIN CONSTRUCTION PRODUCTS (MALAYSIA) SDN BHD,www.gyprocmalaysia.com,Non-MetallicManufactures,0331695588
581,SALIENT OUTCOMES,,Consultancy/BusinessSvcs,0123992403
582,SANKYU (MALAYSIA) SDN BHD,www.sankyu.com.my,Transport,0377813911
583,SANTA FE RELOCATION SERVICES SDN BHD,www.santaferelo.com,Others(Unspecified),0378054322
584,SAPURA EXPLORATION AND PRODUCTION (SARAWAK) INC.,http://sapuraenergy.com,Oil/Gas/Petrochemicals,0320901888
585,SARAFIAH NATURAL RESOURCES SDN BHD,www.sarafiahoil.com.my,Food/Beverages,03310128300331013830
586,Sarawak Chamber of Commerce & Industry,,Others(Unspecified),
587,SARAWAK SHELL BERHAD,www.shell.com,Oil/Gas/Petrochemicals,085454600
588,SAUDI ARABIA,www.mofa.gov.sa,Embassy,0342579825
589,SAWIT KINABALU GROUP,,Agriculture/Plantations,088235811
590,SBC CORPORATION BERHAD,www.sbcgroup.com.my,Consultancy/BusinessSvcs,088266336
591,Scenic Kinabalu Sdn Bhd,,Trading(Import/Export),088246404
592,SCHAEFER SYSTEMS INTERNATIONAL SDN BHD,www.ssi-schaefer.sg,Metal Manufactures,077557451
